1740413442.675987 server started (72401): version 3.4, socket /private/tmp/tmux-502/default, protocol 8
1740413442.676022 on Darwin 23.6.0 Darwin Kernel Version 23.6.0: Mon Jul 29 21:14:04 PDT 2024; root:xnu-10063.141.2~1/RELEASE_ARM64_T8122
1740413442.676029 using libevent 2.1.12-stable select
1740413442.676038 using utf8proc 2.9.0
1740413442.676044 using ncurses 6.5 20240427
1740413442.678061 yylex_token: end at WS
1740413442.678064 yylex_token: $
1740413442.678069 yylex_token: end at WS
1740413442.678072 yylex_token: command-prompt
1740413442.678076 yylex_token: end at WS
1740413442.678079 yylex_token: -I#S
1740413442.678083 yylex_token: end at WS
1740413442.678086 yylex_token: rename-session
1740413442.678090 yylex_token: end at WS
1740413442.678093 yylex_token: --
1740413442.678096 yylex_token: end at WS
1740413442.678099 yylex_token: %%
1740413442.678104 cmd_parse_build_commands 0:0: bind
1740413442.678107 cmd_parse_build_commands 0:1: -N
1740413442.678111 cmd_parse_build_commands 0:2: Rename current session
1740413442.678114 cmd_parse_build_commands 0:3: $
1740413442.678118 cmd_parse_build_commands 0:4 0:0: command-prompt
1740413442.678121 cmd_parse_build_commands 0:4 0:1: -I#S
1740413442.678125 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1740413442.678129 cmd_parse_build_commands 0:4 0:2 0:1: --
1740413442.678132 cmd_parse_build_commands 0:4 0:2 0:2: %%
1740413442.678138 cmd_parse_build_commands 0:0: command-prompt
1740413442.678141 cmd_parse_build_commands 0:1: -I#S
1740413442.678145 cmd_parse_build_commands 0:2 0:0: rename-session
1740413442.678148 cmd_parse_build_commands 0:2 0:1: --
1740413442.678152 cmd_parse_build_commands 0:2 0:2: %%
1740413442.678156 cmd_parse_build_commands 0:0: rename-session
1740413442.678160 cmd_parse_build_commands 0:1: --
1740413442.678163 cmd_parse_build_commands 0:2: %%
1740413442.678168 args_parse_flags: next --
1740413442.678171 args_parse: flags end at 2 of 3
1740413442.678177 args_parse: 2 = %% (type STRING)
1740413442.678184 cmd_parse_build_commands: rename-session "%%"
1740413442.678188 args_parse_flags: next -I#S
1740413442.678192 args_parse_flag_argument: -I = #S
1740413442.678195 args_parse: flags end at 2 of 3
1740413442.678201 args_parse: 2 = rename-session "%%" (type COMMANDS)
1740413442.678210 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1740413442.678214 args_parse_flags: next -N
1740413442.678218 args_parse_flag_argument: -N = Rename current session
1740413442.678221 args_parse_flags: next $
1740413442.678224 args_parse: flags end at 3 of 5
1740413442.678228 args_parse: 3 = $ (type STRING)
1740413442.678236 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1740413442.678249 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1740413442.678261 cmdq_get_command: [bind-key/0x144e07cd0] group 58
1740413442.678265 cmdq_append <global>: [bind-key/0x144e07cd0]
1740413442.678269 yylex_token: end at WS
1740413442.678273 yylex_token: bind
1740413442.678276 yylex_token: end at WS
1740413442.678279 yylex_token: -N
1740413442.678284 yylex_token: end at WS
1740413442.678288 yylex_token: Split window horizontally
1740413442.678292 yylex_get_word: %
1740413442.678296 yylex_token: end at WS
1740413442.678299 yylex_token: split-window
1740413442.678302 yylex_token: end at WS
1740413442.678306 yylex_token: -h
1740413442.678310 cmd_parse_build_commands 0:0: bind
1740413442.678314 cmd_parse_build_commands 0:1: -N
1740413442.678317 cmd_parse_build_commands 0:2: Split window horizontally
1740413442.678321 cmd_parse_build_commands 0:3: %
1740413442.678325 cmd_parse_build_commands 0:4 0:0: split-window
1740413442.678328 cmd_parse_build_commands 0:4 0:1: -h
1740413442.678334 cmd_parse_build_commands 0:0: split-window
1740413442.678337 cmd_parse_build_commands 0:1: -h
1740413442.678342 args_parse_flags: next -h
1740413442.678346 args_parse_flags: -h
1740413442.678349 args_parse: flags end at 2 of 2
1740413442.678355 cmd_parse_build_commands: split-window -h
1740413442.678358 args_parse_flags: next -N
1740413442.678362 args_parse_flag_argument: -N = Split window horizontally
1740413442.678365 args_parse_flags: next %
1740413442.678369 args_parse: flags end at 3 of 5
1740413442.678373 args_parse: 3 = % (type STRING)
1740413442.678378 args_parse: 4 = split-window -h (type COMMANDS)
1740413442.678388 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1740413442.678394 cmdq_get_command: [bind-key/0x144e08380] group 70
1740413442.678397 cmdq_append <global>: [bind-key/0x144e08380]
1740413442.678401 yylex_token: end at WS
1740413442.678405 yylex_token: bind
1740413442.678408 yylex_token: end at WS
1740413442.678412 yylex_token: -N
1740413442.678416 yylex_token: end at WS
1740413442.678420 yylex_token: Kill current window
1740413442.678423 yylex_token: end at WS
1740413442.678426 yylex_token: &
1740413442.678431 yylex_token: end at WS
1740413442.678434 yylex_token: confirm-before
1740413442.678439 yylex_token: end at WS
1740413442.678443 yylex_token: -pkill-window #W? (y/n)
1740413442.678447 yylex_token: end at WS
1740413442.678450 yylex_token: kill-window
1740413442.678454 cmd_parse_build_commands 0:0: bind
1740413442.678458 cmd_parse_build_commands 0:1: -N
1740413442.678461 cmd_parse_build_commands 0:2: Kill current window
1740413442.678465 cmd_parse_build_commands 0:3: &
1740413442.678469 cmd_parse_build_commands 0:4 0:0: confirm-before
1740413442.678473 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1740413442.678477 cmd_parse_build_commands 0:4 0:2: kill-window
1740413442.678482 cmd_parse_build_commands 0:0: confirm-before
1740413442.678486 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1740413442.678489 cmd_parse_build_commands 0:2: kill-window
1740413442.678495 args_parse_flags: next -pkill-window #W? (y/n)
1740413442.678499 args_parse_flag_argument: -p = kill-window #W? (y/n)
1740413442.678503 args_parse_flags: next kill-window
1740413442.678507 args_parse: flags end at 2 of 3
1740413442.678511 args_parse: 2 = kill-window (type STRING)
1740413442.678520 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1740413442.678524 args_parse_flags: next -N
1740413442.678528 args_parse_flag_argument: -N = Kill current window
1740413442.678531 args_parse_flags: next &
1740413442.678534 args_parse: flags end at 3 of 5
1740413442.678538 args_parse: 3 = & (type STRING)
1740413442.678545 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1740413442.678558 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1740413442.678564 cmdq_get_command: [bind-key/0x144e08720] group 78
1740413442.678568 cmdq_append <global>: [bind-key/0x144e08720]
1740413442.678579 yylex_token: end at WS
1740413442.678582 yylex_token: bind
1740413442.678586 yylex_token: end at WS
1740413442.678589 yylex_token: -N
1740413442.678594 yylex_token: end at WS
1740413442.678598 yylex_token: Prompt for window index to select
1740413442.678601 yylex_token: end at WS
1740413442.678605 yylex_token: '
1740413442.678609 yylex_token: end at WS
1740413442.678612 yylex_token: command-prompt
1740413442.678616 yylex_token: end at WS
1740413442.678619 yylex_token: -T
1740413442.678623 yylex_token: end at WS
1740413442.678626 yylex_token: window-target
1740413442.678630 yylex_token: end at WS
1740413442.678633 yylex_token: -pindex
1740413442.678637 yylex_token: end at WS
1740413442.678641 yylex_token: select-window
1740413442.678644 yylex_token: end at WS
1740413442.678647 yylex_token: -t
1740413442.678651 yylex_token: end at WS
1740413442.678654 yylex_token: :%%
1740413442.678659 cmd_parse_build_commands 0:0: bind
1740413442.678662 cmd_parse_build_commands 0:1: -N
1740413442.678666 cmd_parse_build_commands 0:2: Prompt for window index to select
1740413442.678669 cmd_parse_build_commands 0:3: '
1740413442.678673 cmd_parse_build_commands 0:4 0:0: command-prompt
1740413442.678676 cmd_parse_build_commands 0:4 0:1: -T
1740413442.678680 cmd_parse_build_commands 0:4 0:2: window-target
1740413442.678684 cmd_parse_build_commands 0:4 0:3: -pindex
1740413442.678687 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1740413442.678691 cmd_parse_build_commands 0:4 0:4 0:1: -t
1740413442.678694 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1740413442.678700 cmd_parse_build_commands 0:0: command-prompt
1740413442.678703 cmd_parse_build_commands 0:1: -T
1740413442.678706 cmd_parse_build_commands 0:2: window-target
1740413442.678710 cmd_parse_build_commands 0:3: -pindex
1740413442.678714 cmd_parse_build_commands 0:4 0:0: select-window
1740413442.678717 cmd_parse_build_commands 0:4 0:1: -t
1740413442.678720 cmd_parse_build_commands 0:4 0:2: :%%
1740413442.678725 cmd_parse_build_commands 0:0: select-window
1740413442.678728 cmd_parse_build_commands 0:1: -t
1740413442.678732 cmd_parse_build_commands 0:2: :%%
1740413442.678737 args_parse_flags: next -t
1740413442.678741 args_parse_flag_argument: -t = :%%
1740413442.678744 args_parse: flags end at 3 of 3
1740413442.678751 cmd_parse_build_commands: select-window -t ":%%"
1740413442.678755 args_parse_flags: next -T
1740413442.678759 args_parse_flag_argument: -T = window-target
1740413442.678763 args_parse_flags: next -pindex
1740413442.678766 args_parse_flag_argument: -p = index
1740413442.678770 args_parse: flags end at 4 of 5
1740413442.678775 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1740413442.678787 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1740413442.678791 args_parse_flags: next -N
1740413442.678795 args_parse_flag_argument: -N = Prompt for window index to select
1740413442.678799 args_parse_flags: next '
1740413442.678802 args_parse: flags end at 3 of 5
1740413442.678806 args_parse: 3 = ' (type STRING)
1740413442.678816 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1740413442.678832 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1740413442.678839 cmdq_get_command: [bind-key/0x144e08af0] group 86
1740413442.678842 cmdq_append <global>: [bind-key/0x144e08af0]
1740413442.678846 yylex_token: end at WS
1740413442.678850 yylex_token: bind
1740413442.678853 yylex_token: end at WS
1740413442.678856 yylex_token: -N
1740413442.678861 yylex_token: end at WS
1740413442.678864 yylex_token: Switch to previous client
1740413442.678868 yylex_token: end at WS
1740413442.678871 yylex_token: (
1740413442.678875 yylex_token: end at WS
1740413442.678878 yylex_token: switch-client
1740413442.678882 yylex_token: end at WS
1740413442.678885 yylex_token: -p
1740413442.678889 cmd_parse_build_commands 0:0: bind
1740413442.678893 cmd_parse_build_commands 0:1: -N
1740413442.678897 cmd_parse_build_commands 0:2: Switch to previous client
1740413442.678907 cmd_parse_build_commands 0:3: (
1740413442.678911 cmd_parse_build_commands 0:4 0:0: switch-client
1740413442.678915 cmd_parse_build_commands 0:4 0:1: -p
1740413442.678919 cmd_parse_build_commands 0:0: switch-client
1740413442.678923 cmd_parse_build_commands 0:1: -p
1740413442.678929 args_parse_flags: next -p
1740413442.678932 args_parse_flags: -p
1740413442.678936 args_parse: flags end at 2 of 2
1740413442.678941 cmd_parse_build_commands: switch-client -p
1740413442.678944 args_parse_flags: next -N
1740413442.678948 args_parse_flag_argument: -N = Switch to previous client
1740413442.678951 args_parse_flags: next (
1740413442.678955 args_parse: flags end at 3 of 5
1740413442.678958 args_parse: 3 = ( (type STRING)
1740413442.678962 args_parse: 4 = switch-client -p (type COMMANDS)
1740413442.678972 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1740413442.678978 cmdq_get_command: [bind-key/0x144e09330] group 98
1740413442.678982 cmdq_append <global>: [bind-key/0x144e09330]
1740413442.678985 yylex_token: end at WS
1740413442.678989 yylex_token: bind
1740413442.678992 yylex_token: end at WS
1740413442.678995 yylex_token: -N
1740413442.679000 yylex_token: end at WS
1740413442.679003 yylex_token: Switch to next client
1740413442.679007 yylex_token: end at WS
1740413442.679010 yylex_token: )
1740413442.679014 yylex_token: end at WS
1740413442.679017 yylex_token: switch-client
1740413442.679021 yylex_token: end at WS
1740413442.679024 yylex_token: -n
1740413442.679028 cmd_parse_build_commands 0:0: bind
1740413442.679031 cmd_parse_build_commands 0:1: -N
1740413442.679035 cmd_parse_build_commands 0:2: Switch to next client
1740413442.679038 cmd_parse_build_commands 0:3: )
1740413442.679042 cmd_parse_build_commands 0:4 0:0: switch-client
1740413442.679046 cmd_parse_build_commands 0:4 0:1: -n
1740413442.679050 cmd_parse_build_commands 0:0: switch-client
1740413442.679054 cmd_parse_build_commands 0:1: -n
1740413442.679059 args_parse_flags: next -n
1740413442.679062 args_parse_flags: -n
1740413442.679066 args_parse: flags end at 2 of 2
1740413442.679072 cmd_parse_build_commands: switch-client -n
1740413442.679075 args_parse_flags: next -N
1740413442.679079 args_parse_flag_argument: -N = Switch to next client
1740413442.679082 args_parse_flags: next )
1740413442.679086 args_parse: flags end at 3 of 5
1740413442.679090 args_parse: 3 = ) (type STRING)
1740413442.679094 args_parse: 4 = switch-client -n (type COMMANDS)
1740413442.679104 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1740413442.679109 cmdq_get_command: [bind-key/0x144e09710] group 106
1740413442.679113 cmdq_append <global>: [bind-key/0x144e09710]
1740413442.679117 yylex_token: end at WS
1740413442.679121 yylex_token: bind
1740413442.679124 yylex_token: end at WS
1740413442.679128 yylex_token: -N
1740413442.679132 yylex_token: end at WS
1740413442.679136 yylex_token: Rename current window
1740413442.679139 yylex_token: end at WS
1740413442.679142 yylex_token: ,
1740413442.679146 yylex_token: end at WS
1740413442.679150 yylex_token: command-prompt
1740413442.679153 yylex_token: end at WS
1740413442.679156 yylex_token: -I#W
1740413442.679161 yylex_token: end at WS
1740413442.679164 yylex_token: rename-window
1740413442.679167 yylex_token: end at WS
1740413442.679171 yylex_token: --
1740413442.679174 yylex_token: end at WS
1740413442.679177 yylex_token: %%
1740413442.679182 cmd_parse_build_commands 0:0: bind
1740413442.679185 cmd_parse_build_commands 0:1: -N
1740413442.679189 cmd_parse_build_commands 0:2: Rename current window
1740413442.679192 cmd_parse_build_commands 0:3: ,
1740413442.679196 cmd_parse_build_commands 0:4 0:0: command-prompt
1740413442.679199 cmd_parse_build_commands 0:4 0:1: -I#W
1740413442.679203 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1740413442.679207 cmd_parse_build_commands 0:4 0:2 0:1: --
1740413442.679210 cmd_parse_build_commands 0:4 0:2 0:2: %%
1740413442.679215 cmd_parse_build_commands 0:0: command-prompt
1740413442.679225 cmd_parse_build_commands 0:1: -I#W
1740413442.679229 cmd_parse_build_commands 0:2 0:0: rename-window
1740413442.679232 cmd_parse_build_commands 0:2 0:1: --
1740413442.679235 cmd_parse_build_commands 0:2 0:2: %%
1740413442.679240 cmd_parse_build_commands 0:0: rename-window
1740413442.679243 cmd_parse_build_commands 0:1: --
1740413442.679247 cmd_parse_build_commands 0:2: %%
1740413442.679251 args_parse_flags: next --
1740413442.679255 args_parse: flags end at 2 of 3
1740413442.679258 args_parse: 2 = %% (type STRING)
1740413442.679264 cmd_parse_build_commands: rename-window "%%"
1740413442.679268 args_parse_flags: next -I#W
1740413442.679272 args_parse_flag_argument: -I = #W
1740413442.679275 args_parse: flags end at 2 of 3
1740413442.679280 args_parse: 2 = rename-window "%%" (type COMMANDS)
1740413442.679289 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1740413442.679293 args_parse_flags: next -N
1740413442.679297 args_parse_flag_argument: -N = Rename current window
1740413442.679300 args_parse_flags: next ,
1740413442.679304 args_parse: flags end at 3 of 5
1740413442.679307 args_parse: 3 = , (type STRING)
1740413442.679315 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1740413442.679328 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1740413442.679334 cmdq_get_command: [bind-key/0x144e09d10] group 114
1740413442.679338 cmdq_append <global>: [bind-key/0x144e09d10]
1740413442.679342 yylex_token: end at WS
1740413442.679345 yylex_token: bind
1740413442.679348 yylex_token: end at WS
1740413442.679352 yylex_token: -N
1740413442.679357 yylex_token: end at WS
1740413442.679361 yylex_token: Delete the most recent paste buffer
1740413442.679364 yylex_token: end at WS
1740413442.679368 yylex_token: -
1740413442.679372 yylex_token: end at WS
1740413442.679375 yylex_token: delete-buffer
1740413442.679379 cmd_parse_build_commands 0:0: bind
1740413442.679383 cmd_parse_build_commands 0:1: -N
1740413442.679386 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1740413442.679390 cmd_parse_build_commands 0:3: -
1740413442.679394 cmd_parse_build_commands 0:4 0:0: delete-buffer
1740413442.679399 cmd_parse_build_commands 0:0: delete-buffer
1740413442.679403 args_parse: flags end at 1 of 1
1740413442.679408 cmd_parse_build_commands: delete-buffer
1740413442.679411 args_parse_flags: next -N
1740413442.679415 args_parse_flag_argument: -N = Delete the most recent paste buffer
1740413442.679419 args_parse_flags: next -
1740413442.679422 args_parse: flags end at 3 of 5
1740413442.679425 args_parse: 3 = - (type STRING)
1740413442.679430 args_parse: 4 = delete-buffer (type COMMANDS)
1740413442.679439 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1740413442.679444 cmdq_get_command: [bind-key/0x144e09fe0] group 126
1740413442.679448 cmdq_append <global>: [bind-key/0x144e09fe0]
1740413442.679452 yylex_token: end at WS
1740413442.679455 yylex_token: bind
1740413442.679458 yylex_token: end at WS
1740413442.679461 yylex_token: -N
1740413442.679466 yylex_token: end at WS
1740413442.679470 yylex_token: Move the current window
1740413442.679473 yylex_token: end at WS
1740413442.679476 yylex_token: .
1740413442.679480 yylex_token: end at WS
1740413442.679483 yylex_token: command-prompt
1740413442.679487 yylex_token: end at WS
1740413442.679490 yylex_token: -T
1740413442.679493 yylex_token: end at WS
1740413442.679497 yylex_token: target
1740413442.679501 yylex_token: end at WS
1740413442.679504 yylex_token: move-window
1740413442.679507 yylex_token: end at WS
1740413442.679510 yylex_token: -t
1740413442.679514 yylex_token: end at WS
1740413442.679517 yylex_token: %%
1740413442.679522 cmd_parse_build_commands 0:0: bind
1740413442.679526 cmd_parse_build_commands 0:1: -N
1740413442.679529 cmd_parse_build_commands 0:2: Move the current window
1740413442.679533 cmd_parse_build_commands 0:3: .
1740413442.679536 cmd_parse_build_commands 0:4 0:0: command-prompt
1740413442.679545 cmd_parse_build_commands 0:4 0:1: -T
1740413442.679549 cmd_parse_build_commands 0:4 0:2: target
1740413442.679553 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1740413442.679556 cmd_parse_build_commands 0:4 0:3 0:1: -t
1740413442.679560 cmd_parse_build_commands 0:4 0:3 0:2: %%
